"","ID","title","description","streetaddress","type","amenityfeatures","city","state","Year","lat","lon","categories","cruisy"
"15227","3557","Mark","(Some L) (Disco)","262 Portion Rd.","Restaurant,Bars/Clubs","(L),(R),(D),(*)","Lake Ronkonkoma","NY",1984,40.8273434,-73.10185,"Bars","FALSE"
"15239","1963","Mark V","(Some L)(Disco)","262 Portion Rd.","Restaurant,Bars/Clubs","(L),(R),(D),(*)","Lake Ronkonkoma","NY",1981,40.8273434,-73.10185,"Bars","FALSE"
"15240","3215","Mark V","(Some L) (Disco)","262 Portion Rd.","Restaurant","(*),(D),(L),(R)","Lake Ronkonnoma","NY",1982,40.8273434,-73.10185,"Restaurants","FALSE"
"15259","3859","Marrie's Crisis","(Downstairs)(Bingo) (at Sheridan Sq.)","59 Grove St.","Bars/Clubs","(E)","Greenwich Village","NY",1985,40.733238,-74.003397,"Bars","FALSE"
"15313","1924","Mary's","(Some L)(Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1981,42.0888943,-76.8009555,"Bars","FALSE"
"15315","3177","Mary's","(Some L) (Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1982,42.0888943,-76.8009555,"Bars","FALSE"
"15319","3456","Mary's","(Some L)(Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1983,42.0888943,-76.8009555,"Bars","FALSE"
"15323","3524","Mary's","(Some L) (Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1984,42.0888943,-76.8009555,"Bars","FALSE"
"15326","3772","Mary's","(Some L)(Sleazy)","112 Lake St.","Bars/Clubs","(L),(RT)","Elmira","NY",1985,42.0888943,-76.8009555,"Bars","FALSE"
"15369","2279","Maverick Inn","(Disco)(Summers only) 1 mi. W.- S. of Woodstock","Rte. 375","Bars/Clubs,Restaurant,Hotel","(H),(R),(D)","Woodstock","NY",1981,42.040925,-74.118197,"Accommodations","FALSE"
"15370","3525","Maverick Inn","(Disco) (Open all year)","1 mi. W. of Rte. 375 - S. of Woodstock","Restaurant","(H),(R),(D),(PT)","Glenford","NY",1982,42.0058485,-74.1533563,"Restaurants","FALSE"
"15371","3827","Maverick Inn","(Disco)(D - upstairs)(Open all year) 1 mi. W. of Rte. 375 - S. of Woodstock (Glenford)","Hwy. 28","Hotel,Restaurant,Bars/Clubs","(H),(R),(PT),(D),(*)","Woodstock","NY",1983,42.040925,-74.118197,"Accommodations","FALSE"
"15372","3859","Maverick Inn","(Disco) (D-upstairs) (Open all year) OnHwy.281mi.W.ofRte.375- S. of Woodstock (Glenford)","","Hotel,Restaurant,Bars/Clubs","(H),(R),(PT),(D),(*)","Woodstock","NY",1984,42.040925,-74.118197,"Accommodations","FALSE"
"15373","4094","Maverick Inn","(Disco)(D Upstairs)(Open all year) (On Hwy. 28 1 mi. W. of Rt. 375- S. of Woodstock) (Glenford)","","Restaurant,Hotel,Bars/Clubs","(H),(R),(PT),(D),(*)","Woodstock","NY",1985,42.040925,-74.118197,"Accommodations","FALSE"
"15374","3504","Maxie's","(Disco)","563 Delaware","Bars/Clubs","(YC),(D),(*)","Buffalo","NY",1984,42.9774624,-78.8665856,"Bars","FALSE"
"15424","3557","McFeeley's","","565 W. 23rd St.","Bars/Clubs","","Greenwich Village & Chelsea","NY",1983,40.7489475,-74.0067396,"Bars","FALSE"
"15425","3609","McFeeley's","","565 W. 23rd St.","Bars/Clubs","","Greenwich Village & Chelsea","NY",1984,40.7489475,-74.0067396,"Bars","FALSE"
"15431","2272","McGoo's Tavern","","81 Public Square","Bars/Clubs","(M),(OC)","Watertown","NY",1981,43.9748652,-75.9091298,"Bars","FALSE"
"15432","3515","McGoo's Tavern","","81 Public Square","Bars/Clubs","(M),(OC)","Watertown","NY",1982,43.9748652,-75.9091298,"Bars","FALSE"
"15433","3818","McGoo's Tavern","","81 Public Square","Bars/Clubs","(M),(OC)","Watertown","NY",1983,43.9748652,-75.9091298,"Bars","FALSE"
"15448","3161","Me & My Arrow","(Disco)","274 Delaware","Bars/Clubs","(YC),(D)","Buffalo","NY",1982,42.8918375,-78.8767449,"Bars","FALSE"
"15449","3437","Me & My Arrow","(MAMA)(Disco)","274 Delaware","Bars/Clubs","(YC),(D),(*)","Buffalo","NY",1983,42.8918375,-78.8767449,"Bars","FALSE"
"15457","3160","Mean Alice's","(Disco)","729 Main St.","Bars/Clubs","(D)","Buffalo","NY",1982,42.8938153,-78.871498,"Bars","FALSE"
"15492","2023","Melon's","(Disco) 120 E. 16th St.","120 E. 16th St.","Bars/Clubs","(M),(D)","Greenwich Village","NY",1981,40.7352666,-73.9882158,"Bars","FALSE"
"15535","2101","Menemsha Bar","Hotel Allerton","132 E. 57th St.","Bars/Clubs,Hotel","(OC)","Midtown","NY",1981,40.7606062,-73.9691824,"Accommodations","FALSE"
"15536","3347","Menemsha Bar","","Hotel Allerton, 132 E. 57th St.","Bars/Clubs,Hotel","(OC)","Midtown","NY",1982,40.7606062,-73.9691824,"Accommodations","FALSE"
"15611","2163","Metropolitan Museum","","","Cruising Areas","Cruisy Area","Uptown","NY",1981,40.779437,-73.963244,"Cruising Areas","TRUE"
"15612","3411","Metropolitan Museum","","","Cruising Areas","Cruisy Area","Uptown","NY",1982,40.779437,-73.963244,"Cruising Areas","TRUE"
"15613","3708","Metropolitan Museum","","","Cruising Areas","Cruisy Area","Uptown","NY",1983,40.779437,-73.963244,"Cruising Areas","TRUE"
"15614","3749","Metropolitan Museum","","","Cruising Areas","Cruisy Area","Uptown","NY",1984,40.779437,-73.963244,"Cruising Areas","TRUE"
"15615","3979","Metropolitan Museum","","","Cruising Areas","Cruisy Area","Uptown- N.Y.C.","NY",1985,40.779187,-73.963535,"Cruising Areas","TRUE"
"15621","2061","Metropolitan Theatre","","235 E. 14th St.","Cruising Areas,Theatre","Cruisy Area","Greenwich Village","NY",1981,40.732787,-73.985321,"Businesses","TRUE"
"15622","3304","Metropolitan Theatre","","235 E. 14th St.","Cruising Areas,Theatre","Cruisy Area","Greenwich Village","NY",1982,40.732874,-73.985528,"Businesses","TRUE"
"15623","3609","Metropolitan Theatre","235 E. 14th St.","","Cruising Areas,Theatre","Cruisy Area","Greenwich Village","NY",1983,40.732874,-73.985528,"Businesses","TRUE"
"15624","3657","Metropolitan Theatre","","235 E. 14th St.","Cruising Areas,Theatre","Cruisy Area","Greenwich Village","NY",1984,40.732874,-73.985528,"Businesses","TRUE"
"15625","3902","Metropolitan Theatre","235 E. 14th St.","","Cruising Areas,Theatre","Cruisy Area","Greenwich Village","NY",1985,40.732874,-73.985528,"Businesses","TRUE"
"15642","3689","Michael's Thing","(Publication)","200 W. 72nd St.","Publication","","Uptown","NY",1983,40.7787744,-73.9825417,"Organizations","FALSE"
"15643","3732","Michael's Thing","(Publication)","200 W. 72nd St.","Publication","","Uptown","NY",1984,40.7787744,-73.9825417,"Organizations","FALSE"
"15644","3964","Michael's Thing","(Publication) (N.Y.C. 10036)","160 W. 46th St.","Publication","","Uptown","NY",1985,40.7580838,-73.9844318,"Organizations","FALSE"
"15650","3348","Mickey's","","44 W. 55th St.","Restaurant","(E),(R)","Midtown","NY",1982,40.762288,-73.9768915,"Restaurants","FALSE"
"15651","3175","Mickey's","","1820 Hempstead Tpke.","Restaurant","(R),(E)","E. Meadow","NY",1982,40.7236384,-73.5691925,"Restaurants","FALSE"
"15652","3646","Mickey's","","44 W. 55th St.","Restaurant,Bars/Clubs","(E),(R)","Midtown","NY",1983,40.762288,-73.9768915,"Bars","FALSE"
"15669","2267","Midnight Mary's","(Disco)at Broadway","308 Columbia","Bars/Clubs","(YC),(D),(PT),(*)","Utica","NY",1981,43.1025316,-75.2339363,"Bars","FALSE"
"15670","3510","Midnight Mary's","(Disco)","308 Columbia at Broadway","Bars/Clubs","","Utica","NY",1982,43.102206,-75.233629,"Bars","FALSE"
"15671","3812","Midnight Mary's","(Disco) at Broadway","308 Columbia","Bars/Clubs","(YC),(D),(PT)","Utica","NY",1983,43.1025316,-75.2339363,"Bars","FALSE"
"15672","3845","Midnight Mary's","(Disco)","308 Columbia at Broadway","Bars/Clubs","(YC),(D),(PT)","Utica","NY",1984,43.102206,-75.233629,"Bars","FALSE"
"15673","4079","Midnight Mary's","(Disco)","308 Columbia at Broadway","Bars/Clubs","(YC),(D),(PT)","Utica","NY",1985,43.102206,-75.233629,"Bars","FALSE"
"15694","3693","Midtown Bookcenter","","113 W. 42nd St.","Book Store","(M)","Midtown","NY",1984,40.7559318,-73.986158,"Businesses","FALSE"
"15695","3930","Midtown Bookcenter","","113 W. 42nd St.","Book Store","(M)","Midtown","NY",1985,40.7559318,-73.986158,"Businesses","FALSE"
"15751","3804","Mike's Cafe","(Some L,YC)(WE*)","201 Windsor","Restaurant","(L),(YC),(D),(WE),(*)","Jamestown","NY",1985,42.0976073,-79.2302812,"Restaurants","FALSE"
"15769","2237","Mill Lane Pub","","1 Mill Lane","Bars/Clubs","","Schenectady","NY",1981,42.8148123,-73.9474238,"Bars","FALSE"
"15770","3480","Mill Lane Pub","","1 Mill Lane","Bars/Clubs","","Schenectady","NY",1982,42.8148123,-73.9474238,"Bars","FALSE"
"15772","3797","Millenium","(Some L)(May have new name) (Korvette's Shopping Ctr.)","Rt. 110","Bars/Clubs","(L)","Huntington","NY",1985,40.868154,-73.425676,"Bars","FALSE"
"15773","3479","Millennium","(Disco)(Some YC, L) Korvettes Shopping Center","Rt. 110","Bars/Clubs","(*),(D),(YC),(L)","Huntington","NY",1983,40.868154,-73.425676,"Bars","FALSE"
"15774","3543","Millennium","(Disco) (Some L) (Cl. Wed & Sun)","Rt. 110 Korvettes Shopping Center","Bars/Clubs","(*),(D),(L)","Huntington","NY",1984,40.8750042,-73.4243973,"Bars","FALSE"
"15800","2024","Mineshaft","(Upstairs)('wiId back room')(New room downstairs)(2 floors)","835 Washington St.","Bars/Clubs","(P),(SM),(W),(*)","Greenwich Village","NY",1981,40.7403979,-74.0076797,"Bars","FALSE"
"15802","3268","Mineshaft","(Upstairs) ('wild back room')","835 Washington  St.","Bars/Clubs","(*),(P),(SM),(W)","Greenwich Village & Chelsea","NY",1982,40.7403979,-74.0076797,"Bars","FALSE"
"15804","3558","Mineshaft","(Upstairs)('wild backroom') (New room downstairs)(2 floors)","835 Washington St.","Bars/Clubs","(*),(SM),(P),(W)","Greenwich Village & Chelsea","NY",1983,40.7403979,-74.0076797,"Bars","FALSE"
"15805","3610","Mineshaft","(Upstairs) (F&S- 2 floors)","835 Washington St.","Bars/Clubs","(*),(P),(SM),(W),(F&S)","Greenwich Village & Chelsea","NY",1984,40.7403979,-74.0076797,"Bars","FALSE"
"15808","3861","Mineshaft","(Upstairs)(F&S- 2 floors)","835 Washington St.","Bars/Clubs","(*),(P),(SM),(W),(F&S)","Greenwich Village","NY",1985,40.7403979,-74.0076797,"Bars","FALSE"
"15812","1954","Ming Book Store","","265 Main St.","Book Store","(*)","Johnson City","NY",1981,42.1157014,-75.9562169,"Businesses","FALSE"
"15813","3206","Ming Book Store","","256 Main St.","Book Store","","Jamestown","NY",1982,42.0962043,-79.2409533,"Businesses","FALSE"
"15831","1961","Mirror Lake Inn","","35 Mirror Lake Dr.","Restaurant","(M),(R)","Lake Placid","NY",1981,44.2929881,-73.9838797,"Restaurants","FALSE"
"15971","1936","Monster","(Disco)","Cherry Grove","Restaurant,Bars/Clubs","(YC),(R),(D),(*)","Fire Island","NY",1981,40.6597917,-73.0899622,"Bars","FALSE"
"15973","3190","Monster","(Disco) (Some L, M) (WE*)","Cherry Grove","Restaurant","(YC),(D),(R),(*),(L),(M),(WE)","Fire Island, L.I.","NY",1982,40.6597917,-73.0899622,"Restaurants","FALSE"
"15974","3468","Monster","(Disco)","Cherry Grove","Bars/Clubs,Restaurant","(YC),(D),(R),(*)","Fire Island","NY",1983,40.659053,-73.089293,"Bars","FALSE"
"15977","3537","Monster","(Disco) Cherry Grove","","Restaurant,Bars/Clubs","(YC),(D),(R),(*)","Fire Island","NY",1984,40.659053,-73.089293,"Bars","FALSE"
"15979","3785","Monster","(Disco)","Cherry Grove","Restaurant","(YC),(D),(R),(*)","Fire Island","NY",1985,40.659792,-73.089962,"Restaurants","FALSE"
"16045","1904","Morgan Turkish Bath","","655 Main St.","Bathhouses","(RT),(M),(OC)","Buffalo","NY",1981,42.8918053,-78.8720731,"Bath Houses","FALSE"
"16062","3779","Mother Earth","","381 Van Puzer St.","Bars/Clubs","(L)","Staten Island","NY",1984,40.6287204,-74.0796945,"Bars","FALSE"
"16063","4013","Mother Earth","","381 Van Puzer St.","Bars/Clubs","(L)","Staten Island","NY",1985,40.6287204,-74.0796945,"Bars","FALSE"
"16081","3805","Mother's","","100 Harrison","Bars/Clubs","(M)","Jamestown","NY",1985,42.0936911,-79.2353765,"Bars","FALSE"
"16082","1905","Mother's Bakery","","33 Virginia PI.","Restaurant","(M),(R)","Buffalo","NY",1981,42.8977156,-78.8734282,"Restaurants","FALSE"
"16124","3145","Mr. Bill's Adult Books","","140 Washington St.","Bars/Clubs","(M)","Binghamton","NY",1982,42.0980704,-75.9133205,"Bars","FALSE"
"16125","3421","Mr. Bill's Adult Books","","140 Washington St.","Book Store","(M)","Binghamton","NY",1983,42.0980704,-75.9133205,"Businesses","FALSE"
"16126","3494","Mr. Bill's Adult Books","","140 Washington St.","Book Store","(M)","Binghamton","NY",1984,42.0980704,-75.9133205,"Businesses","FALSE"
"16133","1955","Mr. Chips","2 mi. S. of Lake George Village, betw. Northway exits 20 & 21","Rte. 9","Bars/Clubs","(D),(*)","Lake George","NY",1981,43.426181,-73.712341,"Bars","FALSE"
"16134","3207","Mr. Chips","(*2 mi. S. of Lake George Village on Rte. 9, betw. Northway exits 20 & 21)","","Bars/Clubs","(D),(*)","Lake George","NY",1982,43.426181,-73.712341,"Bars","FALSE"
"16135","3485","Mr. Chips","2 mi. S. of Lake George Village, betw. Northway exits 20 & 21","Rte. 9","Bars/Clubs","(D),(*)","Lake George","NY",1983,43.426181,-73.712341,"Bars","FALSE"
"16136","3548","Mr. Chips","2 mi. S. of Lake George Village
on Rte. 9, betw. Northway exits 20 & 21","","Bars/Clubs","(D),(*)","Lake George","NY",1984,43.426181,-73.712341,"Bars","FALSE"
"16137","3807","Mr. Chips","2 mi. S. of Lake George Village on Rt. 9, betw. Northway exits 20 & 21","","Bars/Clubs","(D),(*)","Lake George","NY",1985,43.426181,-73.712341,"Bars","FALSE"
"16182","3796","Mr. T's","(Top new cruise bar)","218 N. Franklin St.","Bars/Clubs","(*)","Syracuse","NY",1983,43.0531665,-76.154711,"Bars","TRUE"
"16183","3828","Mr. T's","","218 N. Franklin St.","Bars/Clubs","(*)","Syracuse","NY",1984,43.0531665,-76.154711,"Bars","FALSE"
"16184","4063","Mr. T's","","218 N. Franklin St.","Bars/Clubs","(*)","Syracuse","NY",1985,43.0531665,-76.154711,"Bars","FALSE"
"16191","3737","Mr.Bill's Adult Books","","140 Washington St.","Book Store","(M)","Binghamton","NY",1985,42.0980704,-75.9133205,"Businesses","FALSE"
"16213","2146","Mt. Morris Baths","at 125th St.","1944 Madison Ave.","Bathhouses","(B)","Uptown","NY",1981,40.805547,-73.9409813,"Bath Houses","FALSE"
"16214","3393","Mt. Morris Baths","","1944 Madison Ave. at 125th St.","Bars/Clubs,Bathhouses","(B)","Uptown","NY",1982,40.805547,-73.940981,"Bars","FALSE"
"16215","3690","Mt. Morris Baths","at 125th St.","1944 Madison Ave.","Bathhouses","(B)","Uptown","NY",1983,40.805547,-73.9409813,"Bath Houses","FALSE"
"16216","3733","Mt. Morris Baths","","1944 Madison Ave. at 125th St.","Bathhouses","(B)","Uptown","NY",1984,40.805547,-73.940981,"Bath Houses","FALSE"
"16222","3965","Mt.Morris Baths","(at 125th St. )","1944 Madison Ave.","Bathhouses","(B)","Uptown","NY",1985,40.805547,-73.9409813,"Bath Houses","FALSE"
"16223","3489","Mud Puddles","(Disco)","3 School St.","Bars/Clubs","(M),(YC),(D),(*)","Lake Placid","NY",1983,44.2816621,-73.982607,"Bars","FALSE"
"16224","3552","Mud Puddles","(Disco)","3 School St.","Bars/Clubs","(M),(YC),(D),(*)","Lake Placid","NY",1984,44.2816621,-73.982607,"Bars","FALSE"
"16225","3811","Mud Puddles","(Disco)","3 School St.","Bars/Clubs","(M),(YC),(D),(*)","Lake Placid","NY",1985,44.2816621,-73.982607,"Bars","FALSE"
"16247","1906","Murphy's Omega Cafe","","369 Pearl St.","Restaurant","(M),(R)","Buffalo","NY",1981,42.8893988,-78.8743812,"Restaurants","FALSE"
"16248","3162","Murphy's Omega Cafe","","369 Pearl St.","Restaurant","(R),(M)","Buffalo","NY",1982,42.8893988,-78.8743812,"Restaurants","FALSE"
"16249","3438","Murphy's Omega Cafe","","369 Pearl St.","Restaurant","(R),(M)","Buffalo","NY",1983,42.8893988,-78.8743812,"Restaurants","FALSE"
"16389","3862","National Gay Task Force","","80 5th Ave., Suite 1601","Organizations","","Greenwich Village","NY",1985,40.736029,-73.994159,"Organizations","FALSE"
"16434","2102","Neptune's Pub","betw. 45th & 46th Sts.","730 8th Ave.","Bars/Clubs","(PT)","Midtown","NY",1981,40.7592931,-73.9879772,"Bars","FALSE"
"16437","3863","Network","(Cabaret)(Many L)","579 Ave. of the Americas","Restaurant,Bars/Clubs","(R),(D),(L),(*)","Greenwich Village","NY",1985,40.7390057,-73.9960439,"Bars","FALSE"
"16439","3521","Nevada","(Disco)","Rtw. 9W. N. at Westpark","Bars/Clubs","(M),(D)","Westpark","NY",1982,41.792699,-73.96028,"Bars","FALSE"
"16473","2217","New Clinton Bookmark","","115 N. Clinton","Book Store","","Rochester","NY",1981,43.1595915,-77.6075606,"Businesses","FALSE"
"16474","3460","New Clinton Bookmark","","115 N. Clinton","Bars/Clubs","","Rochester","NY",1982,43.1595915,-77.6075606,"Bars","FALSE"
"16478","2241","New Corral","","365 Boyle Rd.","Bars/Clubs","","Seldon","NY",1981,40.8884901,-73.0520918,"Bars","FALSE"
"16479","3483","New Corral","","365 Boyle Rd.","Bars/Clubs","","Seldon","NY",1982,40.8884901,-73.0520918,"Bars","FALSE"
"16482","2025","New Crows Nest","","50 W. 7th St.","Restaurant","(R)","Greenwich Village","NY",1981,40.7382561,-74.0001966,"Restaurants","FALSE"
"16483","2103","New David Cinema","","236 W. 54th St.","Theatre","","Midtown","NY",1981,40.7641217,-73.9832325,"Businesses","FALSE"
"16484","3349","New David Cinema","","236 W. 54th St.","Theatre","","Midtown","NY",1982,40.7641217,-73.9832325,"Businesses","FALSE"
"16485","3647","New David Cinema","","236 W. 54th St.","Business","","Midtown","NY",1983,40.7641217,-73.9832325,"Businesses","FALSE"
"16486","3694","New David Cinema","","236 W. 54th St.","Theatre","","Midtown","NY",1984,40.7641217,-73.9832325,"Businesses","FALSE"
"16487","3931","New David Cinema","","236 W. 54th St.","Theatre","","Midtown","NY",1985,40.7641217,-73.9832325,"Businesses","FALSE"
"16502","2104","New Everhards Baths","","28 W. 28th St.","Bathhouses","","Midtown","NY",1981,40.7452989,-73.9892929,"Bath Houses","FALSE"
"16503","3350","New Everhards Baths","(Some SM, FFA)","28 W. 28th St.","Bathhouses","(SM),(FFA),(*)","Midtown","NY",1982,40.7452989,-73.9892929,"Bath Houses","FALSE"
"16504","3648","New Everhards Baths","(Some B, Orientals, SM , FFA)","28 W. 28th St.","Bathhouses","(*),(B),(SM),(FFA)","Midtown","NY",1983,40.7452989,-73.9892929,"Bath Houses","FALSE"
"16505","3695","New Everhards Baths","(Some B, Orientals, SM, FFA)","28 W. 28th St.","Bathhouses","(*),(B),(SM),(FFA)","Midtown","NY",1984,40.7452989,-73.9892929,"Bath Houses","FALSE"
"16506","3932","New Everhards Baths","(Some B, Orientals, SM, FFA)","28 W. 28th St.","Bathhouses","(*),(B),(SM),(FFA)","Midtown","NY",1985,40.7452989,-73.9892929,"Bath Houses","FALSE"
"16507","3506","New Fifth Freedom","(Publication)","P.O. Box 155
Buffalo, N.Y. 14205","Publication","","Buffalo","NY",1984,42.8840931,-78.8724715,"Organizations","FALSE"
"16518","1944","New Lining","(Disco)(Some L) (WE*)","175 Cherry Land","Bars/Clubs","(WE),(D),(S),(L),(*)","Floral Park","NY",1981,40.7356932,-73.6974672,"Bars","FALSE"
"16519","3195","New Lining","(Disco) (Some L) (WE*)","175 Cherry Lane","Bars/Clubs","(D),(S),(L),(WE),(*)","Floral Park, L.I.","NY",1982,40.7356932,-73.6974672,"Bars","FALSE"
"16520","3474","New Lining","(Disco)(WE*)","175 Cherry Lane","Bars/Clubs","(D),(S),(L),(WE),(*)","Floral Park","NY",1983,40.7356932,-73.6974672,"Bars","FALSE"
"16521","3540","New Lining","(Disco) (Some L) (WE*)","175 Cherry Lane","Bars/Clubs","(D),(S),(L),(WE),(*)","Floral Park","NY",1984,40.735693,-73.697467,"Bars","FALSE"
"16522","3791","New Lining","(Disco)(Some L)(WE*)","175 Cherry Lane","Bars/Clubs","(D),(S),(L),(WE),(*)","Floral Park","NY",1985,40.7356932,-73.6974672,"Bars","FALSE"
"16523","2105","New Male Box","(Books, 'toys', peep shows)(Cruisy)","210 W. 42nd St.","Book Store,Erotic Shop,Cruising Areas","(*)","Midtown","NY",1981,40.7560623,-73.9874294,"Businesses","TRUE"
"16524","3351","New Male Box","(Books, 'toys', peep shows) (Cruisy)","210 W. 42nd St.","Cruising Areas,Erotic Shop,Book Store","(*)","Midtown","NY",1982,40.7560623,-73.9874294,"Businesses","TRUE"
"16528","3163","New Morgan Turkish Baths","(Recently renovated & looking up)","655 Main St.","Bathhouses","","Buffalo","NY",1982,42.8918053,-78.8720731,"Bath Houses","FALSE"
"16529","3439","New Morgan Turkish Baths","","655 Main St.","Bathhouses","(*)","Buffalo","NY",1983,42.8918053,-78.8720731,"Bath Houses","FALSE"
